"annotation_id","annotator","comment","created_at","id","lead_time","sentiment","target_by_RuBRT-tiny_no_processing","target_by_RuBRT-tiny_processing","target_by_stars","updated_at"
255,"2","Кочерыжка и сверху 2 жёстких толстых листа, которые не режутся - вот и вся капуста","2025-05-21T13:40:54.522120Z",753,32.322,"0",0,0,0,"2025-05-21T13:40:54.522157Z"
256,"2","Вкус лета, правда быстро портится.","2025-05-21T13:41:06.374994Z",754,11.462,"1",1,1,1,"2025-05-21T13:41:06.375032Z"
257,"2","Сладкие абрикосы! Очень вкусные!","2025-05-21T13:48:12.182817Z",755,10.589,"1",1,1,1,"2025-05-21T13:48:12.182862Z"
258,"2","Брала по зц. Сохранность норм, вкус ни какой.","2025-05-21T13:48:49.618193Z",756,21.689,"0",1,1,0,"2025-05-21T13:48:49.618253Z"
259,"2","мягкая, сочная, неплохая для этого времени года. но мне попалась не очень сладкая )","2025-05-21T13:51:06.390746Z",757,12.732,"1",1,1,1,"2025-05-21T13:51:06.390787Z"
260,"2","Сладкие!","2025-05-21T13:51:08.445636Z",758,1.421,"1",1,1,1,"2025-05-21T13:51:08.445673Z"
261,"2","Клубника стала кислее, чем в предыдущей партии, только на компот или смузи","2025-05-21T13:51:13.675547Z",759,4.887,"0",0,0,0,"2025-05-21T13:51:13.675584Z"
262,"2","На ценнике написано, что твёрдые и сочные, а на самом деле мягкие, типа ватные. Напоминают польские яблоки , которые наводняли наши магазины до президента Обамы, которому я бесконечно благодарен, что избавил нас от польских яблок. А сейчас вот опять появились.","2025-05-21T13:51:18.414514Z",760,4.123,"0",0,0,0,"2025-05-21T13:51:18.414545Z"
263,"2","Безвкусная, трава травой, хотя с виду красивая. Буду оформлять возврат","2025-05-21T13:51:23.014671Z",761,3.835,"0",1,0,0,"2025-05-21T13:51:23.014741Z"
264,"2","Очень вкусный наисладчайший виноград, плотный, без косточек.","2025-05-21T13:51:25.171346Z",762,1.669,"1",1,1,1,"2025-05-21T13:51:25.171408Z"
265,"2","Ну что такое.. мы недели 2 объедались этой клубникой, она была волшебная. Заказали сегодня 2 кг - ужас ужасный. Кислая, водянистая - это совсем не то, что было ранее( куда теперь девать ее..","2025-05-21T13:51:37.397068Z",763,11.696,"0",0,0,0,"2025-05-21T13:51:37.397131Z"
266,"2","В последнее время редко стали привозить хорошие бананы. Продолжила покупать зеленые , так и они среднего качества , а о вкусе и речи нет .","2025-05-21T13:51:41.886072Z",764,3.987,"0",0,0,1,"2025-05-21T13:51:41.886162Z"
267,"2","Вкусный и сладкий арбуз, мало косточек","2025-05-21T13:51:44.919040Z",765,2.521,"1",1,1,1,"2025-05-21T13:51:44.919112Z"
268,"2","Брала до этого раза, сладкая слива была. Сейчас жесткая, не угрызть и кислая ! Надувательствр","2025-05-21T13:52:00.366483Z",766,14.951,"0",0,0,0,"2025-05-21T13:52:00.366547Z"
269,"2","Из трёх два испорчены,прокисли","2025-05-21T13:52:09.199905Z",767,8.211,"0",0,0,0,"2025-05-21T13:52:09.199936Z"
270,"2","Бананы качественные. Рекомендую.","2025-05-21T13:52:12.144953Z",768,2.543,"1",1,1,1,"2025-05-21T13:52:12.144992Z"
271,"2","В наличии разные яблоки.","2025-05-21T13:52:17.743605Z",769,4.967,"1",0,0,1,"2025-05-21T13:52:17.743656Z"
272,"2","Нам попался вкусный кочанчик молодой и свежей капустки.","2025-05-21T13:52:23.397961Z",770,5.071,"1",1,1,1,"2025-05-21T13:52:23.397998Z"
273,"2","Мандарины вкусные. Минус две звезды за несколько гнилых мандаринов в заказе.","2025-05-21T13:52:42.757288Z",771,18.454,"1",0,0,0,"2025-05-21T13:52:42.757322Z"
274,"2","Мне понравились вкусные","2025-05-21T13:52:46.523007Z",772,2.693,"1",1,1,1,"2025-05-21T13:52:46.523074Z"
275,"2","Вкусный персик,
Спелый., сочный 🍅, свежий, сладкий с кислинкой. Понравился. Мне","2025-05-21T13:52:48.592573Z",773,1.67,"1",1,1,1,"2025-05-21T13:52:48.592611Z"
276,"2","Очень вкусные, сочные!","2025-05-21T13:52:50.291209Z",774,1.001,"1",1,1,1,"2025-05-21T13:52:50.291303Z"
277,"2","Мда… начитался отзывов: «сладкая, сладкая», купил. И получил «медовую» дыню со вкусом сырого картофеля. В итоге вся дыня уходит в помойку","2025-05-21T13:52:59.407077Z",775,8.707,"0",0,0,0,"2025-05-21T13:52:59.407123Z"
278,"2","СТАРЫЕ САДЫ ООО всегда отличные!","2025-05-21T13:53:02.615885Z",776,2.859,"1",1,1,1,"2025-05-21T13:53:02.615916Z"
279,"2","Явно не сорт Гала. И размер у яблок очень мелкий. Покупаю разные яблоки, а привозят один вид, не понятно какого сорта.","2025-05-21T13:53:09.266572Z",777,6.021,"0",0,0,0,"2025-05-21T13:53:09.266609Z"
280,"2","50% твёрдых. Ну да ладно. Ароматные. Те, что полностью созрели, очень понравились.","2025-05-21T13:53:18.545714Z",778,8.681,"1",1,1,1,"2025-05-21T13:53:18.545744Z"
281,"2","Сезон наверное закончился не вкусные","2025-05-21T13:53:22.149360Z",779,2.85,"0",0,0,0,"2025-05-21T13:53:22.149470Z"
282,"2","Клубника была бесподобная, брала каждый день на протяжении 2 недель. Что случилось сейчас - непонятно. Выглядит спелой, даже переспелой, а на вкус пресная🤷‍♀️","2025-05-21T13:53:32.731826Z",780,10.142,"0",0,1,0,"2025-05-21T13:53:32.731863Z"
283,"2","ООО«Океания»
КИСЛЯТИНА! Прям глаза на лоб. Купила 2 пачки одну открыла и выбросила, вторая стоит запечатанная, зачем обманывать и писать что сладкий????????","2025-05-21T13:53:40.321219Z",781,5.881,"0",0,0,0,"2025-05-21T13:53:40.321275Z"
284,"2","Часть товара была недозревшая, часть повреждена при доставке.","2025-05-21T13:53:44.215280Z",782,3.515,"0",0,0,0,"2025-05-21T13:53:44.215311Z"
285,"2","На доставку в Гатчину привезли каменные","2025-05-21T13:53:48.651405Z",783,3.833,"0",0,0,0,"2025-05-21T13:53:48.651441Z"
286,"2","Безвкусные","2025-05-21T13:53:50.657139Z",784,1.285,"0",1,1,0,"2025-05-21T13:53:50.657210Z"
287,"2","одна ягода нормальная, одна горчит и так по кругу…","2025-05-21T13:53:56.165453Z",785,4.994,"0",1,0,0,"2025-05-21T13:53:56.165519Z"
288,"2","Понравилась ягода!","2025-05-21T13:53:58.583414Z",786,1.899,"1",1,1,1,"2025-05-21T13:53:58.583457Z"
289,"2","Огурчик свежие и очень вкусные .","2025-05-21T13:54:01.143838Z",787,2.109,"1",1,1,1,"2025-05-21T13:54:01.143875Z"
290,"2","Шикарный виноград","2025-05-21T13:54:02.886634Z",788,1.346,"1",1,1,1,"2025-05-21T13:54:02.886671Z"
291,"2","Кислый","2025-05-21T13:54:04.458535Z",789,1.212,"0",0,0,0,"2025-05-21T13:54:04.458574Z"
292,"2","Взяла последнюю сетку , больше картошки никакой вообще не было , а мне дико хотелось селедку с картошкой 🫤ну и не заглядывала вовнутрь , потому что не ожидала такой подставы со стороны вв . По цене крыла от самолета все таки ожидаешь качественный товар .Такое нельзя продавать уже , либо со скидкой . Весь картофель уже с зелеными проростками , одна прям гнилая была , кожура уже зеленая у всех ! Такое только сажать ! Сварила несколько , остальное выкинула","2025-05-21T13:54:17.526792Z",790,12.665,"0",0,0,0,"2025-05-21T13:54:17.526830Z"
293,"2","Вкус водянистый","2025-05-21T13:54:22.244649Z",791,4.354,"0",1,1,0,"2025-05-21T13:54:22.244686Z"
294,"2","Попался удачный!
Целенький и свеженький!
Спа- си - бо!!!","2025-05-21T13:54:25.604997Z",792,2.962,"1",1,1,1,"2025-05-21T13:54:25.605034Z"
295,"2","Вкусный и сладкий! Перу. Хранится 20 сут","2025-05-21T13:54:30.608226Z",793,4.629,"1",1,1,1,"2025-05-21T13:54:30.608338Z"
296,"2","Кислый, есть невозможно","2025-05-21T13:54:33.641755Z",794,2.65,"0",0,0,0,"2025-05-21T13:54:33.641791Z"
297,"2","Брала уже много раз и каждый раз ягоды идеальные!","2025-05-21T13:54:37.937131Z",795,3.911,"1",1,1,1,"2025-05-21T13:54:37.937168Z"
298,"2","Был внутри несколько раз в красную крапинку","2025-05-21T13:54:49.236201Z",796,10.926,"0",0,0,0,"2025-05-21T13:54:49.236285Z"
299,"2","Груши спелые, вкусные!","2025-05-21T13:54:51.478588Z",797,1.87,"1",1,1,1,"2025-05-21T13:54:51.478630Z"
300,"2","Вкусная!","2025-05-21T13:54:52.877924Z",798,1.004,"1",1,1,1,"2025-05-21T13:54:52.877974Z"
301,"2","Кислый","2025-05-21T13:54:54.518598Z",799,1.19,"0",0,0,1,"2025-05-21T13:54:54.518664Z"
302,"2","Отличная слива, сочная!!!","2025-05-21T13:54:58.062486Z",800,3.168,"1",1,1,1,"2025-05-21T13:54:58.062523Z"
303,"2","К сожалению не сладкие. Сочные, но пресные :( раньше были прям сладкие","2025-05-21T13:55:11.458166Z",801,13.014,"0",1,1,0,"2025-05-21T13:55:11.458203Z"
304,"2","Вкусный. Не кислый и не сладкий, нейтральный вкус, вкус травы или зелени. Купила по зц. Гнилых не обнаружено, видимо, повезло;)","2025-05-21T13:55:21.160548Z",802,9.305,"1",1,0,1,"2025-05-21T13:55:21.160585Z"
305,"2","Когда только появилась была вкусна мелкая но сладкая и такая натуральная , последние несколько раз покупала крупная , без вкуса или кислая, пластиковая","2025-05-21T13:55:34.727037Z",803,13.145,"0",0,0,0,"2025-05-21T13:55:34.727076Z"
306,"2","Огурцы свежие, но привезли переросшие размером 30×5 как кабачки.","2025-05-21T13:55:41.437177Z",804,6.317,"0",1,0,1,"2025-05-21T13:55:41.437215Z"
307,"2","Мандарины снаружи выглядели хорошо, внутри оказались засохшие и, соответственно, не сочные.","2025-05-21T13:55:46.787256Z",805,4.99,"0",0,0,0,"2025-05-21T13:55:46.787310Z"
308,"2","Хорошая морковь","2025-05-21T13:55:48.390935Z",806,1.243,"1",1,1,1,"2025-05-21T13:55:48.390973Z"
309,"2","Совсем не сладкий,мягкий как будто прокисший(","2025-05-21T13:55:52.127830Z",807,3.358,"0",0,0,0,"2025-05-21T13:55:52.127867Z"
310,"2","Морковь вкусная и чистая.","2025-05-21T13:55:54.074979Z",808,1.565,"1",1,1,1,"2025-05-21T13:55:54.075015Z"
311,"2","Отвратительно кислый","2025-05-21T13:55:55.662153Z",809,1.211,"0",0,0,0,"2025-05-21T13:55:55.662191Z"
312,"2","Да, два раза брали груши и они дозревали за 1-2 дня, последняя покупка не дозрела даже за неделю. Остались жёсткими","2025-05-21T13:56:02.829640Z",810,6.793,"0",0,0,1,"2025-05-21T13:56:02.829677Z"
313,"2","Для начала сезона довольно вкусные. Потребительской степени зрелости.","2025-05-21T13:56:07.111620Z",811,3.894,"1",1,1,1,"2025-05-21T13:56:07.111657Z"
314,"2","Молодая свеколка! Очень вкусная длч борща.","2025-05-21T13:56:10.808902Z",812,3.303,"1",1,1,1,"2025-05-21T13:56:10.808940Z"
315,"2","Клубника ужасная... Покупаю постоянно, всегда была вкусная. А сейчас привкус химии , как будто обработана чем-то. Запаха и сладости нет. Первый раз такая краснодарская клубника попалась. Дети очень огорчились. Пришлось ее выкинуть!!! На коробке нет ценника и вес клубники не указан.","2025-05-21T13:56:13.100065Z",813,1.938,"0",0,0,0,"2025-05-21T13:56:13.100101Z"
316,"2","Следуйте инструкции, и получайте удовольствие","2025-05-21T13:56:16.108980Z",814,2.622,"1",0,1,1,"2025-05-21T13:56:16.109017Z"
317,"2","Картошка вся зеленая, прям вся","2025-05-21T13:56:19.264620Z",815,2.775,"0",0,0,0,"2025-05-21T13:56:19.264667Z"
318,"2","Ужасные. Привезли помидоры все треснутые, а некоторые даже измятые. По ЗЦ такое продавать нельзя, это надо выбрасывать!","2025-05-21T13:56:21.116729Z",816,1.464,"0",0,0,0,"2025-05-21T13:56:21.116771Z"
319,"2","Брал два раза в Апреле в магазине- отличный арбуз! Заказал сегодня - очень плохой. Водянистый безвкусный арбуз( Не берите","2025-05-21T13:56:25.725184Z",817,4.184,"0",0,1,0,"2025-05-21T13:56:25.725220Z"
320,"2","Вкус непонятный, как будто испорчены.","2025-05-21T13:56:31.781169Z",818,5.57,"0",0,0,0,"2025-05-21T13:56:31.781209Z"
321,"2","Очень приятный на вкус виноград","2025-05-21T13:56:34.912806Z",819,2.714,"1",1,1,1,"2025-05-21T13:56:34.912843Z"
322,"2","Просила хорошую клубнику, привезли неспелую. Из всех ягод только штуки 3 оказались сладкими.","2025-05-21T13:56:41.249499Z",820,5.942,"0",1,1,0,"2025-05-21T13:56:41.249528Z"
323,"2","В целом нормальная голубика, но попадались мелкие кислые ягоды.","2025-05-21T13:56:55.121204Z",821,13.473,"1",0,0,1,"2025-05-21T13:56:55.121258Z"
324,"2","В этот раз привезли от Океания очень большие и тонкостенные.","2025-05-21T13:57:15.965087Z",822,20.426,"0",0,0,1,"2025-05-21T13:57:15.965126Z"
325,"2","Мне попались сладкие и без косточек - просто мёд!","2025-05-21T13:57:19.057510Z",823,2.722,"1",1,1,1,"2025-05-21T13:57:19.057539Z"
326,"2","Апельсины сладкие, но суховаты","2025-05-21T13:57:25.461372Z",824,6.011,"1",1,1,1,"2025-05-21T13:57:25.461408Z"
327,"2","Повезло, в этот раз сочные и сладкие.","2025-05-21T13:57:27.660334Z",825,1.786,"1",1,1,1,"2025-05-21T13:57:27.660383Z"
328,"2","Сочно и вкусно","2025-05-21T13:57:29.323054Z",826,1.25,"1",1,1,1,"2025-05-21T13:57:29.323091Z"
329,"2","Суперцена","2025-05-21T13:57:30.918809Z",827,1.167,"1",1,1,1,"2025-05-21T13:57:30.918851Z"
330,"2","От Фрут Культ ООО клубника достаточно крупная. Свежая. Но водянистая и кислая. При этом часть просто безвкусная.","2025-05-21T13:57:38.152141Z",828,6.85,"0",0,1,0,"2025-05-21T13:57:38.152173Z"
331,"2","Купила по ЗЦ. Сочные, сладкие! Спасибо!","2025-05-21T13:57:41.042602Z",829,2.469,"1",1,1,1,"2025-05-21T13:57:41.042656Z"
332,"2","Мне понравились. Не «ватные». Чуть жестковаты, не очень сладкие, вмеру сочные. В целом вкусные груши. Куплю еще","2025-05-21T13:57:45.011051Z",830,3.567,"1",1,1,1,"2025-05-21T13:57:45.011092Z"
333,"2","Привезли с косточками","2025-05-21T13:57:48.003294Z",831,2.594,"0",0,0,0,"2025-05-21T13:57:48.003339Z"
334,"2","Привезли ну очень недозрелый","2025-05-21T13:57:50.967384Z",832,2.532,"0",0,0,0,"2025-05-21T13:57:50.967428Z"
335,"2","Сочные, зрелые, сладкие 🤩","2025-05-21T13:57:53.332459Z",833,1.969,"1",1,1,1,"2025-05-21T13:57:53.332496Z"
336,"2","Блполдмою .чпр отлично","2025-05-21T13:57:55.857888Z",834,2.137,"1",1,1,1,"2025-05-21T13:57:55.857928Z"
337,"2","Купила по ЗЦ . Вкусные и даже с листиками)","2025-05-21T13:57:58.047846Z",835,1.79,"1",1,1,1,"2025-05-21T13:57:58.047886Z"
338,"2","Вкусные, сладкие и ароматные яблочки","2025-05-21T13:57:59.501378Z",836,1.057,"1",1,1,1,"2025-05-21T13:57:59.501414Z"
339,"2","Очень вкусные мандарины 🍊","2025-05-21T13:58:00.793311Z",837,0.864,"1",1,1,1,"2025-05-21T13:58:00.793355Z"
340,"2","Очень сочная, ароматная и сладкая","2025-05-21T13:58:03.011982Z",838,1.592,"1",1,1,1,"2025-05-21T13:58:03.012022Z"
341,"2","Медовая, сочная. Цена завышена","2025-05-21T13:58:04.895342Z",839,1.446,"1",0,0,1,"2025-05-21T13:58:04.895414Z"
342,"2","Снаружи прекрасна, внутри забродившая. К чести сотрудников Вкусвилл они признали проблему и всё решили. Потому это для меня по-прежнему дежурная сеть. 90% продуктов приобретаю тут.","2025-05-21T13:58:24.421904Z",840,19.052,"1",1,0,0,"2025-05-21T13:58:24.421942Z"
343,"2","Крупные, просто огромные, толстокожие, но вкусные!
Спасибо!
К покупке рекомендую!","2025-05-21T13:58:29.616107Z",841,4.752,"1",1,1,1,"2025-05-21T13:58:29.616147Z"
344,"2","Очень крупная, красивая, но... не ароматная и безвкусная... 🤢","2025-05-21T13:58:35.831464Z",842,5.76,"0",1,0,1,"2025-05-21T13:58:35.831514Z"
345,"2","Кислые","2025-05-21T13:58:37.739072Z",843,1.479,"0",1,0,0,"2025-05-21T13:58:37.739109Z"
346,"2","Половину картофеля зеленого","2025-05-21T13:58:40.551088Z",844,2.379,"0",0,0,0,"2025-05-21T13:58:40.551125Z"
347,"2","Слива красная, спелая, сладкая, вкусная в отличие от жёлтой. Косточка легко отделяется. Мне понравилась.","2025-05-21T13:58:51.162848Z",845,10.188,"1",1,1,1,"2025-05-21T13:58:51.162899Z"
348,"2","Постоянно нет в наличии","2025-05-21T13:58:53.521279Z",846,1.95,"0",0,0,0,"2025-05-21T13:58:53.521327Z"
349,"2","Сладкие,сочные мандарины","2025-05-21T13:58:55.636812Z",847,1.718,"1",1,1,1,"2025-05-21T13:58:55.636851Z"
350,"2","мелкий, плохо чистится, с кислинкой и косточками","2025-05-21T13:59:01.121361Z",848,5.107,"0",0,0,0,"2025-05-21T13:59:01.121398Z"
351,"2","Много порченной картошки, лопнувшей, подгнившей","2025-05-21T13:59:04.307392Z",849,2.821,"0",0,0,0,"2025-05-21T13:59:04.307424Z"
352,"2","Раньше было идеальное авокадо, сейчас часто твёрдое попадается.","2025-05-21T13:59:08.192395Z",850,3.479,"0",0,0,1,"2025-05-21T13:59:08.192425Z"
353,"2","Всегда отличная, чистенькая и свежая морковь.","2025-05-21T13:59:11.341629Z",851,2.754,"1",1,1,1,"2025-05-21T13:59:11.341668Z"
354,"2","Абрикосы с учетом не сезона очень вкусные но не все. Есть недозрелые но это нормально. Полежат некоторое время , дозреют и это хорошо.","2025-05-21T13:59:17.239842Z",852,5.507,"1",1,0,1,"2025-05-21T13:59:17.239887Z"
355,"2","Выкинула, т.к. забродила, хотя с наружи была идеальна(((","2025-05-21T13:59:20.132307Z",853,2.495,"0",0,0,0,"2025-05-21T13:59:20.132343Z"
356,"2","Кто ошибеться Кто угадает , разное авокадо к нам попадает ! Без салата к ужину !!!вчера купила .","2025-05-21T13:59:34.554855Z",854,13.974,"0",0,0,0,"2025-05-21T13:59:34.554892Z"
357,"2","Покупала в магазине, крупные,сладкие и сочные апельсины.","2025-05-21T13:59:38.466578Z",855,3.51,"1",1,0,1,"2025-05-21T13:59:38.466613Z"
358,"2","Очень вкусные! Мои любимые","2025-05-21T13:59:40.176495Z",856,1.293,"1",1,1,1,"2025-05-21T13:59:40.176536Z"
359,"2","Наталия. Хорошие!","2025-05-21T13:59:42.428190Z",857,1.844,"1",1,1,1,"2025-05-21T13:59:42.428228Z"
360,"2","Из 590гр один внутри гнилой.","2025-05-21T13:59:47.230054Z",858,4.426,"0",0,0,1,"2025-05-21T13:59:47.230085Z"
361,"2","Очень вкусные!","2025-05-21T13:59:48.885544Z",859,1.243,"1",1,1,1,"2025-05-21T13:59:48.885581Z"
362,"2","Вкуса нет","2025-05-21T13:59:50.884435Z",860,1.55,"0",0,1,0,"2025-05-21T13:59:50.884471Z"
363,"2","Кислый","2025-05-21T13:59:52.780883Z",861,1.494,"0",0,0,0,"2025-05-21T13:59:52.780919Z"
364,"2","Не супер , нормальная","2025-05-21T13:59:55.299693Z",862,2.109,"1",1,0,1,"2025-05-21T13:59:55.299723Z"
365,"2","Не дозрела. Без вкуса. Очень жаль. Хрустит на зубах.","2025-05-21T14:00:00.693190Z",863,4.992,"0",0,0,0,"2025-05-21T14:00:00.693227Z"
366,"2","Кто знает, почему этот кокос внутри фиолетовый?😱","2025-05-21T14:00:05.524519Z",864,4.427,"0",0,0,0,"2025-05-21T14:00:05.524558Z"
367,"2","Прожилки перезревшего авокадо, половинку съел, полтора выкинул","2025-05-21T14:00:10.654116Z",865,4.652,"0",0,0,0,"2025-05-21T14:00:10.654153Z"
368,"2","По з/ц апельсин - то, что надо!","2025-05-21T14:00:13.478486Z",866,2.457,"1",1,1,1,"2025-05-21T14:00:13.478525Z"
369,"2","Зелёный, на среде белая плесень.","2025-05-21T14:00:17.728793Z",867,3.845,"0",0,0,0,"2025-05-21T14:00:17.728839Z"
370,"2","Арбуз полное разочарование. Безвкусный, не сладкий. 1500 на ветер. Полетел арбуз на мусорку 👍","2025-05-21T14:00:20.482399Z",868,2.361,"0",0,0,0,"2025-05-21T14:00:20.482436Z"
371,"2","Морковь сочная и сладкая","2025-05-21T14:00:22.182130Z",869,1.273,"1",1,1,1,"2025-05-21T14:00:22.182169Z"
372,"2","Очень вкусная дыня,в сезон такую поискать надо. Я очень довольна первым заказом,а во второй раз ещё вкуснее доставили😋😋😋","2025-05-21T14:00:23.872440Z",870,1.272,"1",1,1,1,"2025-05-21T14:00:23.872471Z"
373,"2","Обалденная","2025-05-21T14:00:25.553181Z",871,1.289,"1",1,1,1,"2025-05-21T14:00:25.553219Z"
374,"2","Подмороженный","2025-05-21T14:00:27.396981Z",872,1.405,"0",0,0,0,"2025-05-21T14:00:27.397022Z"
375,"2","Плохой,весь зелёный","2025-05-21T14:00:29.965610Z",873,2.165,"0",0,0,1,"2025-05-21T14:00:29.965647Z"
376,"2","Ягоды от изготовителя ORBIS вялые, некоторые порченые. Под определение «отборные» абсолютно не попадают. Цена явно завышена.","2025-05-21T14:00:40.878991Z",874,10.486,"0",0,0,0,"2025-05-21T14:00:40.879028Z"
377,"2","Даже по ЗЦ ягода рупная, свежая, вкусная.","2025-05-21T14:00:45.072604Z",875,3.73,"1",0,1,1,"2025-05-21T14:00:45.072634Z"
378,"2","Плохой","2025-05-21T14:00:46.644866Z",876,1.14,"0",0,0,0,"2025-05-21T14:00:46.644907Z"
379,"2","Мякоть с желтизной , огурцы не первой свежести","2025-05-21T14:00:52.790037Z",877,5.762,"0",0,0,1,"2025-05-21T14:00:52.790091Z"
380,"2","Кислятина, невозможно есть","2025-05-21T14:00:55.003188Z",878,1.777,"0",0,0,0,"2025-05-21T14:00:55.003230Z"
381,"2","Всего три сливы. Видимо на остатке было. И положили вялые. Лучше и не клали бы","2025-05-21T14:01:01.034009Z",879,5.595,"0",0,0,0,"2025-05-21T14:01:01.034055Z"
382,"2","Отличная свёкла","2025-05-21T14:01:04.645713Z",880,3.208,"1",1,1,1,"2025-05-21T14:01:04.645750Z"
383,"2","Заказывала вчера клубнику. Она абсолютно безвкусная. Крупная, красивая, но вкуса никакого. Ранее эта клубника была великолепна","2025-05-21T14:01:17.966634Z",881,12.92,"0",1,1,0,"2025-05-21T14:01:17.966672Z"
384,"2","Всем рекомендую этот чеснок","2025-05-21T14:01:20.483652Z",882,2.07,"1",1,0,1,"2025-05-21T14:01:20.483683Z"
385,"2","Из дюжины картофелин три оказались испорченными - с гнилью и плесенью","2025-05-21T14:01:24.673744Z",883,3.782,"0",0,0,0,"2025-05-21T14:01:24.673782Z"
386,"2","Безвкусный абсолютно","2025-05-21T14:01:26.725093Z",884,1.607,"0",0,0,0,"2025-05-21T14:01:26.725130Z"
387,"2","у меня хорошие были. спелые. вкусные","2025-05-21T14:01:29.349302Z",885,2.181,"1",1,1,1,"2025-05-21T14:01:29.349354Z"
388,"2","Раньше покупали и качество очень нравилось, сейчас купила ребенку он сказал вкус молока противный, попробовала и как будто плесенью отдает. Что там внутри - неизвестно. Урожай 2024. Сколько ему вообще времени? Покупать конечно больше не будем.","2025-05-21T14:01:41.053395Z",886,11.256,"0",0,0,0,"2025-05-21T14:01:41.053433Z"
389,"2","Без вкуса, без запаха, мясистые, сочные. Почти не твёрдые. Не кислые, слабо сладкие. Турция, от 10.05.
Действительно, через пару дней намного лучше.","2025-05-21T14:01:55.229765Z",887,13.699,"0",0,1,1,"2025-05-21T14:01:55.229802Z"
390,"2","Картофель весь в прожилках, после варки-водянистый и невкусный.","2025-05-21T14:01:59.615650Z",888,3.94,"0",0,0,0,"2025-05-21T14:01:59.615686Z"
391,"2","Клубника не спелая, внутри белая.","2025-05-21T14:02:02.545915Z",889,2.518,"0",0,0,0,"2025-05-21T14:02:02.545952Z"
392,"2","Сухое мало сладкое","2025-05-21T14:02:10.403433Z",890,7.45,"0",1,0,0,"2025-05-21T14:02:10.403472Z"
393,"2","Мне попались крайне странные - в них как будто люфа (!!!) - есть противно","2025-05-21T14:02:15.485488Z",891,4.671,"0",0,0,0,"2025-05-21T14:02:15.485523Z"
394,"2","Груши не созрели(","2025-05-21T14:02:17.397520Z",892,1.478,"0",0,0,0,"2025-05-21T14:02:17.397558Z"
395,"2","Жёлтая и пустая внутри","2025-05-21T14:02:21.083945Z",893,3.224,"0",0,0,0,"2025-05-21T14:02:21.083983Z"
396,"2","мне нравятся эти огурцы, всегда мвежие с тонкой кожей.","2025-05-21T14:02:26.647701Z",894,5.135,"1",1,1,1,"2025-05-21T14:02:26.647739Z"
397,"2","Не сладкая и не ароматная за такие деньги! Грустно…","2025-05-21T14:02:29.787738Z",895,2.72,"0",1,0,1,"2025-05-21T14:02:29.787778Z"
398,"2","В этот раз сливы не такие как привозили в прошлый раз и на фото сливы другие. В прошлый заказ были мелкие и мягкие, в этот роз крупные, твердые и кислые. Есть невозможно, так еще и сборщики переложили по весу в 1,5 раза. Что с ними теперь делать","2025-05-21T14:02:37.672500Z",896,7.447,"0",0,0,0,"2025-05-21T14:02:37.672536Z"
399,"2","Покупала картофель неоднократно. Вкусный и качество устраивает.","2025-05-21T14:02:44.191651Z",897,6.114,"1",1,0,1,"2025-05-21T14:02:44.191683Z"
400,"2","Привезли сочные и вкусные яблоки","2025-05-21T14:02:47.860698Z",898,3.281,"1",1,1,1,"2025-05-21T14:02:47.860729Z"
401,"2","Среднего размера,свежая душистая клубника, без повреждений. Умеренной сладости. Иногда попадаются ну очень сладкие ягоды.","2025-05-21T14:02:55.555106Z",899,7.251,"1",0,0,1,"2025-05-21T14:02:55.555137Z"
402,"2","Киви не понравились. Они очень сладкие, это плюс, но сильно перезревшие. Мякоть жёлтая, прозрачная. Половину пришлось срезать и выбросить, к сожалению-там был характерный ""испорченный"" запах","2025-05-21T14:03:07.266370Z",900,11.274,"0",0,0,0,"2025-05-21T14:03:07.266407Z"
403,"2","Твердые, незрелые, совершенно безвкусные, не сладкие, не пахнут.","2025-05-21T14:03:10.645353Z",901,2.951,"0",0,0,0,"2025-05-21T14:03:10.645390Z"
404,"2","Мелкие, очень ароматные, сладкие с кислинкой, косточек нет.","2025-05-21T14:03:19.615216Z",902,8.524,"1",1,1,1,"2025-05-21T14:03:19.615284Z"
405,"2","Конечно, это еще не персики в привычном понимании, но тоже ничего","2025-05-21T14:03:29.559550Z",903,9.448,"1",0,0,1,"2025-05-21T14:03:29.559581Z"
406,"2","Качество отличное: свежий, в меру сладкий, по Зц отлично","2025-05-21T14:03:33.430658Z",904,3.435,"1",1,1,1,"2025-05-21T14:03:33.430697Z"
407,"2","Неспелые.","2025-05-21T14:03:35.571574Z",905,1.723,"0",0,1,0,"2025-05-21T14:03:35.571604Z"
408,"2","Безвкусные","2025-05-21T14:03:37.219202Z",906,1.208,"0",1,1,0,"2025-05-21T14:03:37.219260Z"
409,"2","Обалденные яблоки. Сочные и сладкие!!!❤️","2025-05-21T14:03:39.631212Z",907,1.968,"1",1,1,1,"2025-05-21T14:03:39.631265Z"
410,"2","Хорошие, вкусные","2025-05-21T14:03:43.185135Z",908,3.104,"1",1,1,1,"2025-05-21T14:03:43.185172Z"
411,"2","Хорошие","2025-05-21T14:03:44.862490Z",909,1.22,"1",1,1,1,"2025-05-21T14:03:44.862527Z"
412,"2","Придраться не к чему.Огурец пахнет огурцом и на вкус нормальный.","2025-05-21T14:03:49.186302Z",910,3.679,"1",1,0,1,"2025-05-21T14:03:49.186343Z"
